name,mnth,cnt
WebApi/Save/AWC2003,2021-11,4
Client/PublishToCompassOneAWC2003,2021-11,2
WebApi/UnLock/SECOFFERS_CCE,2021-11,8
Client/WriteOpportunityDetailsAzCF2009,2021-11,13
Client/WriteOpportunityDetailsAWC2003,2021-11,1
WebApi/UnLock/SECOFFERS_MLOPS,2021-11,2
Client/SavingWPM1.3,2021-07,2
Client/GetOpportunityDataCS,2021-07,31
Client/Refresh/CS,2021-07,64
Client/Init/CS,2021-07,127
Client/InitStateSetupASAP,2021-07,9
Client/SetVersionMessageASAP,2021-07,11
Client/Init/ASAP,2021-07,5
WebApi/Refresh/ASAP,2021-07,6
WebApi/AutoLock/ASAP,2021-07,4
Client/Refresh/ASAP,2021-07,3
Client/GetOpportunityDataASAP,2021-07,3
Client/RefreshVersionCommentsASAP,2021-07,3
Client/Save/ASAP,2021-07,4
WebApi/Init/ASAP,2021-07,6
Client/WriteOpportunityDetailsCS,2021-07,30
WebApi/Lock/SECOFFERS_SPRINT0,2021-07,6
WebApi/Estimate/SECOFFERS_SPRINT0,2021-07,12
Client/PublishToCompassOneMIMIS,2021-07,5
WebApi/Estimate/SECOFFERS_MSMMW,2021-07,6
WebApi/Init/SECOFFERS_SPRINT0,2021-07,13
WebApi/UnLock/SECOFFERS_AWWVD,2021-07,6
Client/RefreshVersionCommentsPKIIS,2021-07,9
Client/GetOpportunityDataPKIIS,2021-07,7
Client/Refresh/PKIIS,2021-07,9
Client/InitStateSetupPKIIS,2021-07,16
Client/SetVersionMessagePKIIS,2021-07,19
Client/Init/PKIIS,2021-07,9
WebApi/Refresh/PKIIS,2021-07,13
WebApi/Estimate/PKIIS,2021-07,4
WebApi/Init/CLOUDMO,2021-07,1
WebApi/Refresh/CLOUDMO,2021-07,1
Client/RefreshVersionCommentsCLOUDMO,2021-07,1
Client/InitStateSetupCLOUDMO,2021-07,2
Client/Refresh/CLOUDMO,2021-07,1
Client/Init/CLOUDMO,2021-07,1
WebApi/Estimate/ADH,2021-07,7
WebApi/Save/ADH,2021-07,7
Client/PublishToCompassOnePKIIS,2021-07,4
WebApi/Save/PKIIS,2021-07,4
Client/Estimate/PKIIS,2021-07,4
Client/Save/PKIIS,2021-07,5
WebApi/Save/ASAP,2021-07,4
WebApi/Estimate/ASAP,2021-07,4
Client/Estimate/ASAP,2021-07,4
Client/InitStateSetupAzCF,2021-07,1
Client/Init/AzCF,2021-07,1
WebApi/Init/AzCF,2021-07,1
WebApi/Refresh/AzCF,2021-07,1
Client/PublishToCompassOneASAP,2021-07,3
WebApi/AutoLock/PKIIS,2021-07,6
WebApi/Init/PKIIS,2021-07,9
WebApi/Lock/SECOFFERS_MSMMW,2021-07,3
WebApi/UnLock/ECAS,2021-04,13
Client/Unlock/ECAS,2021-04,10
Client/PublishToCompassOneECAS,2021-04,11
WebApi/Lock/ECAS,2021-04,2
Client/Lock/ECAS,2021-04,2
Client/DownloadTemplateECAS,2021-04,3
Client/SavingECAS,2021-04,7
Client/DownloadTemplateCAD,2021-04,35
Client/UpgradeVersionCAD,2021-04,21
Client/GetLatestOpportunityMetaDataEventECAS,2021-04,1
Client/PublishToCompassOneMADMW1.1,2021-01,34
WebApi/AutoLock/MADMW,2021-01,1
Client/CreateVersionWPM1.1,2021-01,2
Client/CreateNewVersion/WPM1.1,2021-01,2
Client/WriteOpportunityDetailsMADMW,2021-01,3
Client/Unlock/PKIIS,2021-01,1
WebApi/UnLock/PKIIS,2021-01,1
Client/SavingWPM,2021-01,4
Client/GetOpportunityDataWPM,2021-01,7
Client/CreateVersionWPM,2021-01,1
Client/CreateNewVersion/WPM,2021-01,1
Client/RequestForEdit/WPM1.1,2021-01,5
WebApi/RequestToEdit/WPM1.1,2021-01,5
Client/CreateVersionASF,2021-01,1
Client/CreateNewVersion/ASF,2021-01,1
Client/PublishToCompassOneASF,2021-01,2
Client/CreateNewVersion/CONSMPTN,2021-01,2
Client/CreateVersionCAD,2021-01,4
Client/CreateNewVersion/CAD,2021-01,4
Client/CreateVersionCCoE,2021-01,1
Client/CreateNewVersion/CCoE,2021-01,1
Client/PublishToCompassOneAWC2003,2021-02,6
Client/UnPublishFromCompassOneAWC2003,2021-02,2
Client/SavingCCoE,2021-04,2
SearchEntity: d365search-index,2021-04,44
Client/DownloadTemplateMADMW1.2,2021-04,7
Client/RequestForEdit/AMO2012,2021-04,6
WebApi/RequestToEdit/AMO2012,2021-04,6
WebApi/Init/WPM1.1,2021-04,7
AddAcrWorkstream,2021-04,28
Client/UnPublishFromCompassOneMADMW1.2,2021-04,7
Client/GetOpportunityDataCCoE,2021-04,2
Client/SetVersionMessageCCoE,2021-04,4
WebApi/UnLock/CCoE,2021-04,1
Client/Unlock/AMO2012,2021-04,27
WebApi/UnLock/AMO2012,2021-04,40
Client/Lock/AMO,2021-04,1
WebApi/Lock/AMO,2021-04,1
WebApi/Lock/MADMW1.2,2021-04,4
Client/Lock/MADMW1.2,2021-04,4
Client/RequestForEdit/AMO,2021-04,1
WebApi/RequestToEdit/AMO,2021-04,1
WebApi/Estimate/DSEDAI,2021-04,2
Client/Refresh/WPM1.1,2021-04,6
Client/RefreshVersionCommentsWPM1.1,2021-04,6
Client/GetOpportunityDataWPM1.1,2021-04,3
WebApi/Refresh/WPM1.1,2021-04,6
Client/WriteOpportunityDetailsMWSCE,2021-04,10
WebApi/AutoLock/CCoE,2021-04,3
WebApi/AutoLock/WPM1.1,2021-04,1
Client/InitStateSetupWPM1.1,2021-04,9
Client/SetVersionMessageWPM1.1,2021-04,5
Client/Init/WPM1.1,2021-04,6
SearchEntity: smc-search-index,2021-04,18
Client/PublishToCompassOneASF,2021-04,2
Client/Lock/AMO2012,2021-04,11
WebApi/Lock/AMO2012,2021-04,8
SearchEntity: consumption-savedsearch-index,2021-04,43
Client/UnPublishFromCompassOneAMO2012,2021-04,10
Client/DownloadTemplateAzCF2009,2021-04,9
WebApi/UnLock/SECOFFERS_DIAD,2021-08,3
WebApi/Refresh/AMO2012,2021-08,2
WebApi/Init/AMO2012,2021-08,2
Client/Init/AMO2012,2021-08,2
Client/SetVersionMessageAMO2012,2021-08,3
Client/InitStateSetupAMO2012,2021-08,3
Client/Refresh/AMO2012,2021-08,2
Client/RefreshVersionCommentsAMO2012,2021-08,2
Client/GetOpportunityDataAMO2012,2021-08,1
WebApi/Estimate/DSEMW,2021-08,4
Client/CreateVersionCAD,2021-08,11
Client/CreateNewVersion/CAD,2021-08,10
WebApi/UnLock/SECOFFERS_AWWVD,2021-08,8
WebApi/Save/AWC2003,2021-08,9
Client/Save/AWC2003,2021-08,10
WebApi/Estimate/AWC2003,2021-08,9
Client/Estimate/AWC2003,2021-08,9
WebApi/UnLock/AWC2003,2021-08,6
AddAcrWorkstream,2021-08,13
Client/DownloadTemplateAMO2104,2021-08,6
Client/Unlock/AWC2003,2021-08,3
Client/DownloadTemplateMADMW1.3,2021-08,2
WebApi/UnLock/SECOFFERS_IdASCI,2021-08,2
Client/UnPublishFromCompassOneWPM1.1,2021-01,6
Client/DownloadTemplateWPM1.1,2021-01,5
Client/Unlock/ASF,2021-01,1
WebApi/UnLock/ASF,2021-01,1
Client/DownloadTemplateAzCF2009,2021-01,3
WebApi/UnLock/ASQL,2021-01,1
Client/Unlock/ASQL,2021-01,1
Client/ForceReleaseCheckOutAMO2012,2021-01,1
Client/RefreshVersionCommentsCID,2021-11,45
Client/Init/CID,2021-11,46
Client/SetVersionMessageCID,2021-11,91
Client/InitStateSetupCID,2021-11,84
Client/Refresh/CID,2021-11,45
Client/GetOpportunityDataCID,2021-11,36
WebApi/Refresh/CID,2021-11,51
WebApi/Init/CID,2021-11,47
WebApi/RequestToEdit/CTS-DEM1.0,2021-11,1
Client/RequestForEdit/CTS-DEM1.0,2021-11,1
WebApi/Init/SECOFFERS_AWWVD,2021-11,5
WebApi/AutoLock/CID,2021-11,25
WebApi/UnLock/SECOFFERS_IdASPA,2021-11,3
Client/SavingMADMW1.3,2021-08,5
Client/WriteOpportunityDetailsAMO2104,2021-08,5
Client/UnPublishFromCompassOneAzCF2009,2021-08,1
Client/InitStateSetupADH,2021-04,1
Client/Init/ADH,2021-04,1
WebApi/Refresh/ADH,2021-04,1
WebApi/Init/ADH,2021-04,1
SearchEntity: virtuosoprojectrecc,2021-04,11
SearchEntity: modernworkofferingsrequirement-index,2021-04,36
ExportSearchResults,2021-04,7
UserFeedback,2021-04,4
Client/CreateNewVersion/MWSCE,2021-04,2
Client/CreateVersionMWSCE,2021-04,2
Client/RequestForEdit/MWSC-LED,2021-11,8
WebApi/RequestToEdit/MWSC-LED,2021-11,8
Client/UnPublishFromCompassOneADH2.0,2021-11,5
Client/ForceReleaseCheckOutAzCF2009,2021-11,2
Client/WriteOpportunityDetailsMWSC-LED,2021-11,7
Client/ForceReleaseCheckOutMWSC-LED,2021-11,3
Client/SavingAzCF2009,2021-11,3
WebApi/Lock/SECOFFERS_AVDF,2021-11,1
Client/DownloadTemplateAzCF2009,2021-11,1
WebApi/Estimate/CID,2021-11,30
Client/Save/CID,2021-11,29
Client/Estimate/CID,2021-11,27
WebApi/Save/CID,2021-11,30
Client/UnPublishFromCompassOneMADMW1.3,2021-11,1
ExportSearchResults,2021-11,5
Client/DownloadTemplateCTS-DEM1.0,2021-11,3
WebApi/UnLock/CID,2021-11,5
Client/PublishToCompassOneCID,2021-11,4
CID-UserActions,2021-11,8
Client/ForceReleaseCheckOutCAD,2021-10,15
Client/DownloadTemplateCAD,2021-10,28
Client/SavingMWSCE,2021-08,4
WebApi/UnLock/SECOFFERS_SOTPS,2021-08,9
Client/InitStateSetupWPM1.2,2021-08,8
Client/SetVersionMessageWPM1.2,2021-08,4
Client/Init/WPM1.2,2021-08,5
WebApi/Refresh/WPM1.2,2021-08,5
Client/GetOpportunityDataWPM1.2,2021-08,4
Client/Refresh/WPM1.2,2021-08,5
Client/RefreshVersionCommentsWPM1.2,2021-08,5
WebApi/Estimate/SECOFFERS_SPRINT0,2021-08,54
Client/Lock/MWSCE,2021-08,2
WebApi/Lock/MWSCE,2021-08,2
WebApi/UnLock/WPM1.2,2021-08,2
Client/Unlock/WPM1.2,2021-08,2
WebApi/Refresh/PKIIS,2021-08,9
WebApi/Lock/MADMW1.2,2021-08,1
Client/CreateNewVersion/ECAS,2021-08,1
Client/CreateVersionECAS,2021-08,1
Client/Save/ASAP,2021-08,1
WebApi/Save/ASAP,2021-08,1
WebApi/Estimate/ASAP,2021-08,1
Client/CreateNewVersion/ASAP,2021-08,1
Client/CreateVersionASAP,2021-08,1
Client/PublishToCompassOneASAP,2021-08,1
Client/Estimate/ASAP,2021-08,1
Client/CreateVersionAWC2003,2021-08,1
Client/CreateVersionWPM1.3,2021-08,1
Client/CreateVersionAMO2104,2021-08,1
Client/CreateNewVersion/WPM1.3,2021-08,1
Client/CreateNewVersion/AMO2104,2021-08,1
Client/RefreshVersionCommentsMIMIS,2021-08,1
Client/Init/MIMIS,2021-08,1
Client/SetVersionMessageMIMIS,2021-08,3
Client/InitStateSetupMIMIS,2021-08,2
Client/Refresh/MIMIS,2021-08,1
Client/GetOpportunityDataMIMIS,2021-08,1
WebApi/Refresh/MIMIS,2021-08,4
WebApi/Init/MIMIS,2021-08,1
WebApi/AutoLock/MIMIS,2021-08,1
Client/Save/MIMIS,2021-08,1
Client/CreateVersionAzCF2009,2021-08,1
Client/Estimate/MIMIS,2021-08,1
WebApi/Estimate/MIMIS,2021-08,1
WebApi/Save/MIMIS,2021-08,1
Client/CreateVersionMIMIS,2021-08,1
Client/PublishToCompassOneMIMIS,2021-08,1
WebApi/Init/PKIIS,2021-08,4
WebApi/AutoLock/PKIIS,2021-08,3
Client/RefreshVersionCommentsPKIIS,2021-08,3
Client/GetOpportunityDataPKIIS,2021-08,3
Client/Refresh/PKIIS,2021-08,3
Client/Init/PKIIS,2021-08,4
Client/InitStateSetupPKIIS,2021-08,9
Client/SetVersionMessagePKIIS,2021-08,11
WebApi/Save/PKIIS,2021-08,4
WebApi/Estimate/PKIIS,2021-08,4
Client/Save/PKIIS,2021-08,4
Client/CreateVersionPKIIS,2021-08,1
Client/PublishToCompassOnePKIIS,2021-08,3
Client/Estimate/PKIIS,2021-08,4
Client/ForceReleaseCheckOutWPM1.1,2021-02,2
WebApi/Lock/WPM1.1,2021-02,1
Client/Lock/WPM1.1,2021-02,1
WebApi/AutoLock/AWC2003,2021-05,5
WebApi/Init/ADH2.0,2021-05,14
Client/RefreshVersionCommentsADH2.0,2021-05,14
Client/SetVersionMessageADH2.0,2021-05,40
Client/Init/ADH2.0,2021-05,14
Client/InitStateSetupADH2.0,2021-05,34
Client/Refresh/ADH2.0,2021-05,14
Client/GetOpportunityDataADH2.0,2021-05,10
WebApi/Refresh/ADH2.0,2021-05,19
WebApi/UnLock/ADH2.0,2021-05,8
Client/DownloadTemplateWPM1.3,2021-05,6
Client/Lock/MADMW1.2,2021-05,10
WebApi/Lock/MADMW1.2,2021-05,10
Client/GetOpportunityDataAMO2012,2021-05,19
WebApi/AutoLock/ADH2.0,2021-05,10
WebApi/Init/ECAS,2021-05,8
WebApi/AutoLock/ECAS,2021-05,6
WebApi/Refresh/ECAS,2021-05,16
Client/RefreshVersionCommentsECAS,2021-05,11
Client/GetOpportunityDataECAS,2021-05,8
Client/Refresh/ECAS,2021-05,11
Client/InitStateSetupECAS,2021-05,15
Client/SetVersionMessageECAS,2021-05,18
Client/Init/ECAS,2021-05,8
WebApi/Estimate/ECAS,2021-05,4
WebApi/Save/ECAS,2021-05,5
Client/Estimate/ECAS,2021-05,4
Client/Save/ECAS,2021-05,5
Client/PublishToCompassOneECAS,2021-05,5
WebApi/Refresh/ASF,2021-05,25
WebApi/Estimate/DSEDAI,2021-05,4
Client/InitStateSetupASF,2021-05,37
Client/SetVersionMessageASF,2021-05,37
Client/Init/ASF,2021-05,21
Client/Refresh/ASF,2021-05,19
Client/GetOpportunityDataASF,2021-05,15
Client/RefreshVersionCommentsASF,2021-05,19
WebApi/Estimate/DSEMW,2021-05,13
UserFeedback,2021-05,2
WebApi/Init/ASF,2021-05,21
Client/Save/ASF,2021-05,11
Client/Estimate/ASF,2021-05,9
WebApi/Save/ASF,2021-05,9
WebApi/Estimate/ASF,2021-05,9
Client/CreateVersionAMO2104,2021-05,1
Client/CreateNewVersion/AMO2104,2021-05,1
Client/ForceReleaseCheckOutMADMW1.2,2021-05,1
WebApi/AutoLock/AMO2012,2021-05,17
ExportSearchResults,2021-05,4
Client/GetLatestOpportunityMetaDataEventCAD,2021-05,1
Client/PublishToCompassOneADH2.0,2021-05,7
Client/Save/ADH2.0,2021-05,13
Client/Estimate/ADH2.0,2021-05,11
WebApi/Save/ADH2.0,2021-05,11
WebApi/Estimate/ADH2.0,2021-05,11
WebApi/AutoLock/PKIIS,2021-05,17
WebApi/UnLock/SECOFFERS_IdASCI,2021-05,10
Client/UnPublishFromCompassOneAMO2012,2021-05,13
Client/DownloadTemplateMWSCE,2021-05,2
Client/SavingMWSCE,2021-07,6
WebApi/AutoLock/CLOUDMO6.2,2021-07,3
WebApi/Estimate/DSEDAI,2021-07,2
Client/CreateNewVersion/ECAS,2021-05,2
Client/CreateVersionECAS,2021-05,1
Client/MarkForReviewECAS,2021-05,1
WebApi/AutoLock/ASF,2021-05,6
Client/PublishToCompassOneASF,2021-05,8
Client/Unlock/ASF,2021-05,3
WebApi/UnLock/ASF,2021-05,3
Client/PublishToCompassOnePKIIS,2021-05,15
Client/WriteOpportunityDetailsAMO2012,2021-05,4
Client/DownloadTemplateMWSC-LED,2021-08,2
Client/UnPublishFromCompassOneMWSC-LED,2021-08,3
Client/Unlock/PKIIS,2021-08,1
WebApi/UnLock/PKIIS,2021-08,2
Client/WriteOpportunityDetailsECAS,2021-01,1
Client/WriteOpportunityDetailsMIMIS,2021-01,4
Client/InitStateSetupMADMW1.1,2021-04,5
Client/Init/MADMW1.1,2021-04,4
Client/Refresh/MADMW1.1,2021-04,2
Client/RefreshVersionCommentsMADMW1.1,2021-04,2
WebApi/Refresh/MADMW1.1,2021-04,4
WebApi/Init/MADMW1.1,2021-04,4
Client/RequestForEdit/CAD,2021-04,31
WebApi/RequestToEdit/CAD,2021-04,33
WebApi/Lock/ADH2.0,2021-04,6
Client/Lock/ADH2.0,2021-04,6
Client/SetVersionMessageMADMW1.1,2021-04,3
Client/GetOpportunityDataMADMW1.1,2021-04,1
Client/DownloadTemplateAMO2012,2021-04,6
WebApi/AutoLock/ASQL,2021-04,4
WebApi/RequestToEdit/WPM1.2,2021-04,11
Client/RequestForEdit/WPM1.2,2021-04,10
Client/WriteOpportunityDetailsADH2.0,2021-04,4
WebApi/Init/ASQL,2021-04,9
Client/Init/ASQL,2021-04,8
Client/SetVersionMessageASQL,2021-04,12
Client/InitStateSetupASQL,2021-04,14
Client/WriteOpportunityDetailsASQL,2021-04,3
WebApi/UnLock/ASQL,2021-04,2
Client/DownloadTemplateASQL,2021-02,1
WebApi/Refresh/ADH,2021-02,5
Client/RefreshVersionCommentsADH,2021-02,5
Client/GetOpportunityDataADH,2021-02,4
Client/Refresh/ADH,2021-02,5
Client/SetVersionMessageADH,2021-02,7
Client/DownloadTemplateCLOUDMO6.2,2021-02,1
Client/SavingMADMW,2021-02,4
Client/MarkForReviewCONSMPTN,2021-02,1
Client/MarkForReviewWPM1.2,2021-02,1
Client/CreateVersionWPM1.2,2021-02,1
Client/CreateNewVersion/WPM1.2,2021-02,2
Client/Estimate/AWC2003,2021-02,9
WebApi/Save/AWC2003,2021-02,10
Client/CreateNewVersion/MADMW1.2,2021-02,2
Client/CreateVersionMADMW1.2,2021-02,1
Client/MarkForReviewMADMW1.2,2021-02,1
Client/CreateNewVersion/AzCF2009,2021-02,3
Client/CreateVersionAzCF2009,2021-02,4
Client/Save/AWC2003,2021-02,22
WebApi/Estimate/AWC2003,2021-02,10
WebApi/Estimate/DSECDD,2021-02,1
Client/MarkForReviewAzCF2009,2021-02,1
Client/DownloadTemplateAzCF,2021-02,1
Client/WriteOpportunityDetailsAMO,2021-02,1
Client/Init/WPM1.2,2021-09,2
Client/WriteOpportunityDetailsWPM1.2,2021-09,1
WebApi/Init/WPM1.2,2021-09,2
Client/GetOpportunityDataMADMW1.2,2021-09,2
WebApi/UnLock/SECOFFERS_IdASCI,2021-04,8
WebApi/Lock/WPM1.3,2021-04,4
Client/Lock/WPM1.3,2021-04,5
Client/MarkForReviewCAD,2021-04,1
WebApi/UnLock/SECOFFERS_IPS,2021-04,15
Client/CreateNewVersion/MADMW1.2,2021-04,1
Client/CreateVersionMADMW1.2,2021-04,1
WebApi/UnLock/SECOFFERS_DIAD,2021-04,14
Client/CreateVersionCLOUDMO6.2,2021-04,1
Client/CreateNewVersion/CLOUDMO6.2,2021-04,2
Client/WriteOpportunityDetailsCLOUDMO,2021-04,1
Client/InitStateSetupCLOUDMO,2021-04,2
Client/SetVersionMessageCLOUDMO,2021-04,2
Client/Init/CLOUDMO,2021-04,1
WebApi/Refresh/CLOUDMO,2021-04,1
Client/RefreshVersionCommentsCLOUDMO,2021-04,1
Client/Refresh/CLOUDMO,2021-04,1
WebApi/Init/CLOUDMO,2021-04,1
WebApi/AutoLock/CLOUDMO,2021-04,1
Client/InitStateSetupAzCF,2021-04,3
Client/SetVersionMessageAzCF,2021-04,2
Client/Init/AzCF,2021-04,2
WebApi/Init/AzCF,2021-04,2
WebApi/AutoLock/AzCF,2021-04,1
WebApi/Refresh/AzCF,2021-04,2
Client/RefreshVersionCommentsAzCF,2021-04,2
Client/Refresh/AzCF,2021-04,2
Client/GetOpportunityDataAzCF,2021-04,1
Client/CreateNewVersion/CONSMPTN,2021-04,3
Client/CreateVersionWPM1.3,2021-04,1
Client/CreateNewVersion/WPM1.3,2021-04,1
Client/CreateVersionCONSMPTN,2021-04,3
Client/CreateNewVersion/CLOUDMO6.2,2021-03,1
Client/CreateVersionWPM1.2,2021-03,1
Client/CreateNewVersion/WPM1.2,2021-03,1
Client/CreateNewVersion/CAD,2021-07,1
WebApi/Lock/AWC2003,2021-07,1
Client/Lock/AWC2003,2021-07,1
Client/SavingAWC2003,2021-01,4
Client/RequestForEdit/AMO2012,2021-01,1
WebApi/RequestToEdit/AMO2012,2021-01,1
Client/MarkForReviewD365,2021-01,1
WebApi/Init/MADMW,2021-06,1
WebApi/Refresh/MADMW,2021-06,1
WebApi/AutoLock/MADMW,2021-06,1
Client/Init/MDDE,2021-06,1
Client/InitStateSetupMDDE,2021-06,2
WebApi/Refresh/MDDE,2021-06,1
WebApi/Init/MDDE,2021-06,1
Client/Refresh/MDDE,2021-06,1
Client/RefreshVersionCommentsMDDE,2021-06,1
Client/WriteOpportunityDetailsCONSMPTN,2021-06,1
Client/InitStateSetupASAP,2021-06,7
Client/SetVersionMessageASAP,2021-06,9
Client/Save/ASAP,2021-06,4
WebApi/Save/ASAP,2021-06,3
WebApi/Estimate/ASAP,2021-06,3
Client/Estimate/ASAP,2021-06,3
Client/PublishToCompassOneASAP,2021-06,3
WebApi/Refresh/ASAP,2021-06,5
Client/Unlock/ASAP,2021-06,1
WebApi/UnLock/ASAP,2021-06,1
Client/RefreshVersionCommentsASAP,2021-06,2
Client/GetOpportunityDataASAP,2021-06,2
Client/Refresh/ASAP,2021-06,2
Client/Init/ASAP,2021-06,3
WebApi/AutoLock/ASAP,2021-06,4
WebApi/Init/ASAP,2021-06,4
WebApi/Estimate/SECOFFERS_MLOPS,2021-06,30
Client/SetVersionMessageMADMW,2021-06,1
Client/Init/MADMW,2021-06,1
Client/InitStateSetupMADMW,2021-06,1
WebApi/Init/AADIS,2021-06,1
Client/RefreshVersionCommentsAADIS,2021-06,1
Client/InitStateSetupAADIS,2021-06,2
Client/Refresh/AADIS,2021-06,1
Client/Init/AADIS,2021-06,1
WebApi/Refresh/AADIS,2021-06,1
WebApi/Lock/SECOFFERS_MLOPS,2021-06,15
Client/InitStateSetupMADMW1.1,2021-06,1
Client/SetVersionMessageMADMW1.1,2021-06,1
Client/Init/MADMW1.1,2021-06,1
WebApi/Init/MADMW1.1,2021-06,1
Client/RequestForEdit/AMO2104,2021-06,4
WebApi/RequestToEdit/AMO2104,2021-06,4
Client/ForceReleaseCheckOutAMO2104,2021-06,3
WebApi/Lock/AMO2104,2021-06,2
WebApi/Lock/SECOFFERS_CCE,2021-06,6
WebApi/Init/SECOFFERS_CCE,2021-06,8
WebApi/Estimate/SECOFFERS_CCE,2021-06,11
WebApi/UnLock/SECOFFERS_CCE,2021-06,1
SearchEntity: virtuosoprojectrecc,2021-06,7
WebApi/Save/ASF,2021-06,3
WebApi/Refresh/ASF,2021-06,4
Client/RefreshVersionCommentsASF,2021-06,3
Client/GetOpportunityDataASF,2021-06,2
Client/Refresh/ASF,2021-06,3
Client/Save/ASF,2021-06,4
Client/PublishToCompassOneASF,2021-06,2
Client/Estimate/ASF,2021-06,3
WebApi/Estimate/ASF,2021-06,3
WebApi/Estimate/MIMIS,2021-06,4
WebApi/Save/MIMIS,2021-06,4
WebApi/UnLock/ASF,2021-06,2
Client/Unlock/ASF,2021-06,1
WebApi/Init/SECOFFERS_DIAD,2021-06,13
WebApi/UnLock/SECOFFERS_DIAD,2021-06,3
WebApi/Init/MIMIS,2021-06,5
Client/RefreshVersionCommentsMIMIS,2021-06,3
Client/GetOpportunityDataMIMIS,2021-06,3
Client/Refresh/MIMIS,2021-06,3
WebApi/Lock/SECOFFERS_DIAD,2021-06,8
WebApi/AutoLock/MIMIS,2021-06,4
WebApi/Refresh/MIMIS,2021-06,6
Client/InitStateSetupMIMIS,2021-06,11
Client/Init/MIMIS,2021-06,5
Client/SetVersionMessageMIMIS,2021-06,12
Client/Save/MIMIS,2021-06,4
Client/PublishToCompassOneMIMIS,2021-06,4
Client/Estimate/MIMIS,2021-06,4
WebApi/AutoLock/AWC2003,2021-06,1
WebApi/Refresh/AWC2003,2021-06,1
WebApi/Init/AWC2003,2021-06,1
Client/RefreshVersionCommentsAWC2003,2021-06,1
Client/Refresh/AWC2003,2021-06,1
Client/GetOpportunityDataAWC2003,2021-06,1
Client/InitStateSetupAWC2003,2021-06,2
Client/SetVersionMessageAWC2003,2021-06,3
Client/Init/AWC2003,2021-06,1
Client/Estimate/AWC2003,2021-06,1
WebApi/Estimate/AWC2003,2021-06,1
WebApi/Save/AWC2003,2021-06,1
Client/Save/AWC2003,2021-06,1
Client/SavingCLOUDMO6.2,2021-06,2
WebApi/Estimate/SECOFFERS_DIAD,2021-06,13
Client/DownloadTemplateMADMW1.3,2021-06,1
Client/SetVersionMessagePKIIS,2021-06,11
Client/Save/PKIIS,2021-06,5
Client/InitStateSetupPKIIS,2021-06,8
WebApi/Estimate/PKIIS,2021-06,3
WebApi/Save/PKIIS,2021-06,3
Client/PublishToCompassOnePKIIS,2021-06,3
Client/Estimate/PKIIS,2021-06,3
WebApi/Refresh/PKIIS,2021-06,5
Client/WriteOpportunityDetailsPKIIS,2021-06,1
Client/Init/PKIIS,2021-06,4
Client/RefreshVersionCommentsPKIIS,2021-06,3
Client/Refresh/PKIIS,2021-06,3
WebApi/Init/PKIIS,2021-06,4
Client/GetOpportunityDataPKIIS,2021-06,2
WebApi/AutoLock/PKIIS,2021-06,2
WebApi/Init/AMO2012,2021-07,3
WebApi/Refresh/AMO2012,2021-07,4
Client/RefreshVersionCommentsAMO2012,2021-07,3
Client/GetOpportunityDataAMO2012,2021-07,1
Client/InitStateSetupAMO2012,2021-07,7
Client/Init/AMO2012,2021-07,3
Client/Refresh/AMO2012,2021-07,4
Client/SetVersionMessageAMO2012,2021-07,4
Client/UnPublishFromCompassOneAMO2104,2021-07,3
Client/InitStateSetupCMO,2021-03,5
Client/Init/CMO,2021-03,3
Client/SetVersionMessageCMO,2021-03,4
WebApi/Refresh/CMO,2021-03,3
WebApi/Init/CMO,2021-03,4
Client/SetVersionMessageASAP,2021-03,7
Client/InitStateSetupASAP,2021-03,5
Client/Save/ASAP,2021-03,2
Client/Estimate/ASAP,2021-03,2
Client/Lock/AMO2012,2021-03,3
WebApi/Lock/AMO2012,2021-03,3
Client/WriteOpportunityDetailsWPM1.1,2021-03,2
WebApi/AutoLock/ASAP,2021-03,3
WebApi/Init/ASAP,2021-03,3
Client/RefreshVersionCommentsASAP,2021-03,4
Client/GetOpportunityDataASAP,2021-03,3
Client/Refresh/ASAP,2021-03,4
Client/Init/ASAP,2021-03,3
WebApi/Refresh/ASAP,2021-03,6
WebApi/Estimate/ASAP,2021-03,2
WebApi/Save/ASAP,2021-03,2
Client/SavingAMO2104,2021-08,2
WebApi/Lock/CLOUDMO6.2,2021-08,1
Client/Lock/CLOUDMO6.2,2021-08,1
Client/SavingCLOUDMO6.2,2021-08,2
Client/RequestForEdit/AzCF2009,2021-08,5
WebApi/RequestToEdit/AzCF2009,2021-08,5
Client/SavingAWC2003,2021-08,2
WebApi/Refresh/AMO,2021-08,1
WebApi/Init/AMO,2021-08,1
Client/Init/AMO,2021-08,1
Client/InitStateSetupAMO,2021-08,2
Client/Refresh/AMO,2021-08,1
Client/RefreshVersionCommentsAMO,2021-08,1
Client/Init/WPM,2021-08,1
Client/SetVersionMessageWPM,2021-08,1
Client/InitStateSetupWPM,2021-08,1
WebApi/Refresh/WPM,2021-08,1
WebApi/AutoLock/WPM,2021-08,1
WebApi/Init/WPM,2021-08,1
UserFeedback,2021-08,5
WebApi/DeleteSaveQuery,2020-12,35
Client/RefreshVersionCommentsCLOUDMO,2021-03,2
Client/GetOpportunityDataCLOUDMO,2021-03,2
Client/Refresh/CLOUDMO,2021-03,2
Client/InitStateSetupCLOUDMO,2021-03,2
Client/SetVersionMessageCLOUDMO,2021-03,1
Client/Init/CLOUDMO,2021-03,2
WebApi/Refresh/CLOUDMO,2021-03,2
