name,mnth,cnt
WebApi/Estimate/AzCF2009,2021-03,86
Client/Estimate/AzCF2009,2021-03,80
Client/Unlock/AzCF2009,2021-03,39
Client/Lock/AzCF2009,2021-03,8
WebApi/Save/AzCF2009,2021-03,91
WebApi/Lock/AzCF2009,2021-03,8
Client/PublishToCompassOneAzCF2009,2021-03,44
SearchEntity: cadrequirement-index,2021-03,73
Client/UpgradeVersionCONSMPTN,2021-03,58
Client/DownloadTemplateCONSMPTN,2021-03,85
WebApi/Estimate/O365,2021-03,188
Client/Save/AzCF2009,2021-03,115
Client/SavingCONSMPTN,2021-03,435
Client/UnPublishFromCompassOneCAD,2021-03,21
Client/UnPublishFromCompassOneCONSMPTN,2021-03,37
WebApi/Estimate/SMCD365,2021-03,25
SearchEntity: consumption-savedsearch-index,2021-03,190
WebApi/AutoLock/CLOUDMO6.2,2021-03,44
Client/WriteOpportunityDetailsCLOUDMO6.2,2021-03,6
Client/SavingMADMW1.2,2021-03,35
Client/PublishToCompassOneD365,2021-03,108
WebApi/CreateVersion/Microsoft.OneEstimator.Services.Entities.AppInsightData,2021-03,32
Client/CreateNewVersion/CONSMPTN,2021-03,1
Client/CreateVersionCONSMPTN,2021-03,3
BudgetaryEstimate/Search,2021-03,204
Client/CreateNewVersion/D365,2021-03,10
Client/RequestForEdit/CONSMPTN,2021-03,21
WebApi/RequestToEdit/CONSMPTN,2021-03,22
Client/ForceReleaseCheckOutCONSMPTN,2021-03,20
Client/CreateVersionD365,2021-03,7
WebApi/RequestToEdit/AzCF2009,2021-03,2
Client/RequestForEdit/AzCF2009,2021-03,2
Client/ForceReleaseCheckOutAzCF2009,2021-03,2
Client/SavingWPM1.2,2021-03,58
Client/Unlock/CLOUDMO6.2,2021-03,28
WebApi/UnLock/CLOUDMO6.2,2021-03,33
Client/WriteOpportunityDetailsAzCF2009,2021-03,15
Client/Refresh/AWC2003,2021-11,5
Client/RefreshVersionCommentsAWC2003,2021-11,5
Client/GetOpportunityDataAWC2003,2021-11,4
Client/InitStateSetupAWC2003,2021-11,13
Client/Init/AWC2003,2021-11,5
Client/SetVersionMessageAWC2003,2021-11,14
WebApi/AutoLock/AWC2003,2021-11,5
WebApi/Init/AWC2003,2021-11,5
WebApi/Refresh/AWC2003,2021-11,7
Client/Unlock/AWC2003,2021-11,3
WebApi/UnLock/AWC2003,2021-11,4
WebApi/Init/SECOFFERS_E2E-ML,2021-10,4
WebApi/Lock/SECOFFERS_E2E-ML,2021-10,2
WebApi/Estimate/SECOFFERS_MLOPS,2021-10,4
WebApi/Estimate/SECOFFERS_E2E-ML,2021-10,3
WebApi/Init/SECOFFERS_MLOPS,2021-10,5
WebApi/Init/SECOFFERS_DataVis,2021-10,4
Client/WriteOpportunityDetailsWPM1.3,2021-10,16
WebApi/Lock/SECOFFERS_DataVis,2021-10,3
Client/CreateNewVersion/CONSMPTN,2021-10,3
Client/CreateVersionCONSMPTN,2021-10,2
ExportSearchResults,2021-10,1
Client/InitStateSetupCTS-DEM1.0,2021-10,83
Client/SetVersionMessageCTS-DEM1.0,2021-10,112
Client/Save/CTS-DEM1.0,2021-10,46
Client/Estimate/CTS-DEM1.0,2021-10,41
SearchEntity: modernworkofferingsrequirement-index,2021-10,18
WebApi/Estimate/CTS-DEM1.0,2021-10,41
WebApi/Save/CTS-DEM1.0,2021-10,41
Client/Estimate/ECAS,2021-10,4
Client/SetVersionMessageECAS,2021-10,12
Client/Save/ECAS,2021-10,4
Client/InitStateSetupECAS,2021-10,11
WebApi/Estimate/ECAS,2021-10,4
Client/PublishToCompassOneECAS,2021-10,5
WebApi/Save/ECAS,2021-10,4
WebApi/Refresh/ECAS,2021-10,8
WebApi/Estimate/SECOFFERS_CCE,2021-10,5
WebApi/Estimate/DSEMW,2021-10,34
Client/RefreshVersionCommentsECAS,2021-10,4
Client/Init/ECAS,2021-10,4
Client/Refresh/ECAS,2021-10,4
Client/GetOpportunityDataECAS,2021-10,4
WebApi/AutoLock/ECAS,2021-10,4
WebApi/Init/ECAS,2021-10,4
Client/InitStateSetupPKIIS,2021-10,18
Client/SetVersionMessagePKIIS,2021-10,26
Client/Init/PKIIS,2021-10,6
Client/RefreshVersionCommentsPKIIS,2021-10,5
Client/Refresh/PKIIS,2021-10,5
Client/GetOpportunityDataPKIIS,2021-10,5
WebApi/Init/PKIIS,2021-10,6
WebApi/AutoLock/PKIIS,2021-10,4
WebApi/Refresh/PKIIS,2021-10,6
Client/Save/PKIIS,2021-10,11
WebApi/Save/PKIIS,2021-10,13
WebApi/Estimate/PKIIS,2021-10,8
Client/Estimate/PKIIS,2021-10,12
WebApi/Init/SECOFFERS_CCE,2021-10,8
WebApi/Lock/SECOFFERS_CCE,2021-10,3
WebApi/AutoLock/CTS-DEM1.0,2021-10,25
WebApi/Init/CTS-DEM1.0,2021-10,35
Client/Init/CTS-DEM1.0,2021-10,33
Client/RefreshVersionCommentsCTS-DEM1.0,2021-10,25
Client/GetOpportunityDataCTS-DEM1.0,2021-10,23
Client/Refresh/CTS-DEM1.0,2021-10,25
WebApi/Refresh/CTS-DEM1.0,2021-10,42
Client/CreateVersionCAD,2021-10,6
Client/CreateNewVersion/CAD,2021-10,5
WebApi/Estimate/SECOFFERS_DataVis,2021-10,4
SearchEntity: virtuosoprojectrecc,2021-10,15
SearchEntity: smc-search-index,2021-10,39
UserFeedback,2021-10,11
Client/RefreshVersionCommentsAADIS,2021-03,10
Client/InitStateSetupAADIS,2021-03,27
Client/SetVersionMessageAADIS,2021-03,25
Client/Refresh/AADIS,2021-03,10
WebApi/AutoLock/AADIS,2021-03,2
Client/Init/AADIS,2021-03,11
Client/WriteOpportunityDetailsAADIS,2021-03,3
WebApi/Refresh/AADIS,2021-03,10
WebApi/Estimate/AADIS,2021-03,5
WebApi/Lock/AADIS,2021-03,3
WebApi/Save/AADIS,2021-03,5
WebApi/UnLock/AADIS,2021-03,5
Client/Unlock/AADIS,2021-03,3
Client/Estimate/AADIS,2021-03,3
Client/Lock/AADIS,2021-03,2
WebApi/Init/AADIS,2021-03,12
Client/Save/AADIS,2021-03,5
WebApi/AutoLock/ADH2.0,2021-03,20
Client/UnPublishFromCompassOneD365,2021-03,13
Client/WriteOpportunityDetailsMADMW1.2,2021-03,37
Client/DownloadTemplateCAD,2021-03,12
Client/ForceReleaseCheckOutCAD,2021-03,24
Client/WriteOpportunityDetailsAzCF,2021-03,3
Client/InitStateSetupAzCF,2021-03,17
Client/Init/AzCF,2021-03,9
WebApi/Init/AzCF,2021-03,10
WebApi/Refresh/AzCF,2021-03,10
Client/Refresh/AzCF,2021-03,8
Client/RefreshVersionCommentsAzCF,2021-03,8
Client/RefreshVersionCommentsAMO,2021-03,19
Client/Init/AMO,2021-03,19
Client/InitStateSetupAMO,2021-03,43
Client/Refresh/AMO,2021-03,19
WebApi/Init/AMO,2021-03,20
WebApi/Refresh/AMO,2021-03,28
WebApi/Save/MIMIS,2021-03,13
Client/SetVersionMessageMIMIS,2021-03,42
Client/InitStateSetupMIMIS,2021-03,34
Client/Save/MIMIS,2021-03,13
Client/Estimate/MIMIS,2021-03,13
WebApi/Estimate/MIMIS,2021-03,13
SearchEntity: d365search-index,2021-03,29
WebApi/Refresh/MIMIS,2021-03,9
Client/PublishToCompassOneMIMIS,2021-03,5
Client/Unlock/MIMIS,2021-03,5
WebApi/UnLock/MIMIS,2021-03,6
Client/GetOpportunityDataMIMIS,2021-03,4
Client/RefreshVersionCommentsMIMIS,2021-03,4
Client/Refresh/MIMIS,2021-03,4
WebApi/AutoLock/MIMIS,2021-03,9
Client/Init/MIMIS,2021-03,12
WebApi/Init/MIMIS,2021-03,14
Client/InitStateSetupMADMW,2021-03,8
Client/SetVersionMessageMADMW,2021-03,8
Client/Init/MADMW,2021-03,7
WebApi/Init/MADMW,2021-03,8
WebApi/Refresh/MADMW,2021-03,8
Client/Refresh/MADMW,2021-03,6
Client/GetOpportunityDataMADMW,2021-03,5
Client/RefreshVersionCommentsMADMW,2021-03,6
Client/RequestForEdit/CAD,2021-03,32
WebApi/RequestToEdit/CAD,2021-03,33
